b.p,b.p.l,b.p.l.d.pl,Block,Light,Plot,Density,no.plants,Plant.ID,species,competitor,Focal.1,Focal.2,Colwell P,Canopy Cover,Soil.Moisture.1.avg,Soil.Moisture.2.avg,Soil.Moisture.3.avg,Soil.Moisture.Mean,Soil.Moisture.Coefficient.Variation,Height,Lat.1,Lat.2,avg.lat,canopy.arch,Longest.Leaf,NearestNeighbour.ID,NearestNeighbour.Distandce,no.developed.flowers,Mean.seed.per.flower,Extrapolated.Seed.Total
2.vhh2,2.vhh2.s,2.vhh2.s.h.h.1,2,s,vhh2,h,6,h.1,h,v,V.rosea,H.glutinosum,10.7,50.73964544,13.825,16.9,8.9,13.20833333,0.303138872,83,28,6,17,0.204819277,10,v.3,18,2,2,4
2.vhh2,2.vhh2.s,2.vhh2.s.h.h.2,2,s,vhh2,h,6,h.2,h,v,V.rosea,H.glutinosum,10.7,50.73964544,19.1,19,9,15.7,0.324549222,11,10,3,6.5,0.590909091,4,v.3,12,1,NA,3
2.vhh2,2.vhh2.s,2.vhh2.s.h.h.3,2,s,vhh2,h,6,h.3,h,v,V.rosea,H.glutinosum,10.7,50.73964544,19.1,19,9,15.7,0.324549222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.vhl,2.vhl.s,2.vhl.s.l.v.1,2,s,vhl,l,2,v.1,v,h,V.rosea,H.glutinosum,10.05830542,77.81894374,15.55,NA,5.725,10.6375,0.326548725,49,48,20,34,0.693877551,61,h.1,32,18,4,74
2.vhl,2.vhl.s,2.vhl.s.l.h.1,2,s,vhl,l,2,h.1,h,v,V.rosea,H.glutinosum,10.05830542,77.81894374,17.875,18.75,6.95,14.525,0.4116165,86,58,5,31.5,0.36627907,7,v.1,32,1,NA,5
2.vhl2,2.vhl2.s,2.vhl2.s.l.v.1,2,s,vhl2,l,2,v.1,v,h,V.rosea,H.glutinosum,13.8,51.12493203,18.875,18.25,8.425,15.18333333,0.331071176,46,37,27,32,0.695652174,35,h.1,28,9,2,21
2.vhl2,2.vhl2.s,2.vhl2.s.l.h.1,2,s,vhl2,l,2,h.1,h,v,V.rosea,H.glutinosum,13.8,51.12493203,18.875,18.25,8.425,15.18333333,0.331071176,43,22,4,13,0.302325581,7,v.1,28,1,1,1
2.vhl3,2.vhl3.o,2.vhl3.o.l.v.1,2,o,vhl3,l,2,v.1,v,h,V.rosea,H.glutinosum,11.5,2.216348369,18.875,18.25,8.425,15.18333333,0.331071176,53,35,22,28.5,0.537735849,47,h.1,21,50,3,172
2.vhl3,2.vhl3.o,2.vhl3.o.l.h.1,2,o,vhl3,l,2,h.1,h,v,V.rosea,H.glutinosum,11.5,2.216348369,16.9,18.375,8.275,14.51666667,0.351089655,65,6,4,5,0.076923077,8,v.1,21,2,NA,24
2.vhm,2.vhm.o,2.vhm.o.m.v.1,2,o,vhm,m,4,v.1,v,h,V.rosea,H.glutinosum,8.117874812,0,16.9,18.375,8.275,14.51666667,0.351089655,37,43,16,29.5,0.797297297,44,h.1,28,29,4,127
2.vhm,2.vhm.o,2.vhm.o.m.v.2,2,o,vhm,m,4,v.2,v,h,V.rosea,H.glutinosum,8.117874812,0,16.9,18.375,8.275,14.51666667,0.351089655,39,28,0,14,0.358974359,31,h.2,60,18,4,77
2.vhm,2.vhm.o,2.vhm.o.m.h.1,2,o,vhm,m,4,h.1,h,v,V.rosea,H.glutinosum,8.117874812,0,11.625,13.725,5.1,10.15,0.426942813,48,12,6,9,0.1875,7,v.1,28,0,NA,NA
2.vhm,2.vhm.o,2.vhm.o.m.h.2,2,o,vhm,m,4,h.2,h,v,V.rosea,H.glutinosum,8.117874812,0,18.625,19.475,9.9,16,0.302943728,13,5,2,3.5,0.269230769,4,h.1,41,NA,NA,NA
2.vhm2,2.vhm2.s,2.vhm2.s.m.v.1,2,s,vhm2,m,4,v.1,v,h,V.rosea,H.glutinosum,13.8,56.03333421,14.55,13.825,5.225,11.2,0.393518197,48,37,24,30.5,0.635416667,53,h.1,11,10,3,32
2.vhm2,2.vhm2.s,2.vhm2.s.m.v.2,2,s,vhm2,m,4,v.2,v,h,V.rosea,H.glutinosum,13.8,56.03333421,14.55,13.825,5.225,11.2,0.393518197,41,42,39,40.5,0.987804878,54,h.2,109,29,4,105
2.vhm2,2.vhm2.s,2.vhm2.s.m.h.1,2,s,vhm2,m,4,h.1,h,v,V.rosea,H.glutinosum,13.8,56.03333421,15.4,15.65,7.575,12.875,0.318661621,15,5,1,3,0.2,6,v.1,11,NA,NA,NA
2.vhm2,2.vhm2.s,2.vhm2.s.m.h.2,2,s,vhm2,m,4,h.2,h,v,V.rosea,H.glutinosum,13.8,56.03333421,15.4,15.65,7.575,12.875,0.318661621,6,5,4,4.5,0.75,6,h.1,19,NA,NA,NA
2.vph,2.vph.s,2.vph.s.h.v.1,2,s,vph,h,6,v.1,v,p,V.rosea,P.airoides,8.377750746,51.91863708,15.675,17.25,6.225,13.05,0.426386175,53,50,47,48.5,0.91509434,56,p.1,37,17,5,82
2.vph,2.vph.s,2.vph.s.h.v.2,2,s,vph,h,6,v.2,v,p,V.rosea,P.airoides,8.377750746,51.91863708,15.675,17.25,6.225,13.05,0.426386175,32,24,13,18.5,0.578125,29,p.1,18,7,4,25
2.vph,2.vph.s,2.vph.s.h.v.3,2,s,vph,h,6,v.3,v,p,V.rosea,P.airoides,8.377750746,51.91863708,15.675,17.25,6.225,13.05,0.426386175,34,41,32,36.5,1.073529412,41,p.3,44,19,3,57
2.vph,2.vph.s,2.vph.s.h.p.1,2,s,vph,h,6,p.1,p,v,V.rosea,P.airoides,8.377750746,51.91863708,17.65,17.65,5.225,13.50833333,0.468340555,55,25,2,13.5,0.245454545,26,v.2,18,2,47,94
2.vph,2.vph.s,2.vph.s.h.p.2,2,s,vph,h,6,p.2,p,v,V.rosea,P.airoides,8.377750746,51.91863708,17.65,17.65,5.225,13.50833333,0.468340555,76,42,24,33,0.434210526,35,p.1,26,3,93,280
2.vph,2.vph.s,2.vph.s.h.p.3,2,s,vph,h,6,p.3,p,v,V.rosea,P.airoides,8.377750746,51.91863708,17.65,17.65,5.225,13.50833333,0.468340555,59,16,10,13,0.220338983,11,p.2,40,1,26,26
2.vph2,2.vph2.o,2.vph2.o.h.v.1,2,o,vph2,h,6,v.1,v,p,V.rosea,P.airoides,10.7,0,16.05,17.9,7.95,13.96666667,0.358798489,31,21,10,15.5,0.5,28,v.2,14,9,3,29
2.vph2,2.vph2.o,2.vph2.o.h.v.2,2,o,vph2,h,6,v.2,v,p,V.rosea,P.airoides,10.7,0,16.05,17.9,7.95,13.96666667,0.358798489,30,12,6,9,0.3,25,v.1,14,7,3,21
2.vph2,2.vph2.o,2.vph2.o.h.v.3,2,o,vph2,h,6,v.3,v,p,V.rosea,P.airoides,10.7,0,16.05,17.9,7.95,13.96666667,0.358798489,24,13,5,9,0.375,22,v.1,16,9,2,20
2.vph2,2.vph2.o,2.vph2.o.h.p.1,2,o,vph2,h,6,p.1,p,v,V.rosea,P.airoides,10.7,0,17.4,18.4,5.975,13.925,0.451918776,44,45,8,26.5,0.602272727,18,v.3,37,4,92,366
2.vph2,2.vph2.o,2.vph2.o.h.p.2,2,o,vph2,h,6,p.2,p,v,V.rosea,P.airoides,10.7,0,14.55,16.4,7.075,12.675,0.370320506,32,23,7,15,0.46875,14,v.3,19,3,64,192
2.vph2,2.vph2.o,2.vph2.o.h.p.3,2,o,vph2,h,6,p.3,p,v,V.rosea,P.airoides,10.7,0,14.8,17.775,6.475,13.01666667,0.43585697,73,27,12,19.5,0.267123288,19,p.2,33,3,153,458
2.vpl,2.vpl.s,2.vpl.s.l.v.1,2,s,vpl,l,2,v.1,v,p,V.rosea,P.airoides,8.377750746,51.87898698,14.8,17.775,6.475,13.01666667,0.43585697,24,17,6,11.5,0.479166667,19,p.1,31,2,2,3
2.vpl,2.vpl.s,2.vpl.s.l.p.1,2,s,vpl,l,2,p.1,p,v,V.rosea,P.airoides,8.377750746,51.87898698,15.475,17.625,7.1,13.4,0.395259757,32,14,0,7,0.21875,18,v.1,31,1,22,22
2.vpl2,2.vpl2.o,2.vpl2.o.l.v.1,2,o,vpl2,l,2,v.1,v,p,V.rosea,P.airoides,10.05830542,0,15.475,17.625,7.1,13.4,0.395259757,31,21,14,17.5,0.564516129,26,p.1,34,16,3,48
2.vpl2,2.vpl2.o,2.vpl2.o.l.p.1,2,o,vpl2,l,2,p.1,p,v,V.rosea,P.airoides,10.05830542,0,14.65,14.8,5.975,11.80833333,0.38007939,64,91,43,67,1.046875,14,v.1,34,8,134,1072
2.vpm,2.vpm.s,2.vpm.s.m.v.1,2,s,vpm,m,4,v.1,v,p,V.rosea,P.airoides,10.05830542,59.15783299,14.65,14.8,5.975,11.80833333,0.38007939,36,41,33,37,1.027777778,44,p.1,36,10,3,33
2.vpm,2.vpm.s,2.vpm.s.m.v.2,2,s,vpm,m,4,v.2,v,p,V.rosea,P.airoides,10.05830542,59.15783299,11.25,14.525,4.975,10.25,0.4667042,56,62,52,57,1.017857143,59,p.2,54,18,4,68
2.vpm,2.vpm.s,2.vpm.s.m.p.1,2,s,vpm,m,4,p.1,p,v,V.rosea,P.airoides,10.05830542,59.15783299,11.25,14.525,4.975,10.25,0.4667042,107,87,62,74.5,0.696261682,50,p.2,8,9,168,1512
2.vpm,2.vpm.s,2.vpm.s.m.p.2,2,s,vpm,m,4,p.2,p,v,V.rosea,P.airoides,10.05830542,59.15783299,11.25,14.525,4.975,10.25,0.4667042,110,80,12,46,0.418181818,42,p.1,8,6,151,908
2.vpm2,2.vpm2.o,2.vpm2.o.m.v.1,2,o,vpm2,m,4,v.1,v,p,V.rosea,P.airoides,10.05830542,0,8.55,11.375,4.225,8.05,0.444461188,36,28,14,21,0.583333333,31,p.1,36,15,4,55
2.vpm2,2.vpm2.o,2.vpm2.o.m.v.2,2,o,vpm2,m,4,v.2,v,p,V.rosea,P.airoides,10.05830542,0,10.15,NA,3.975,7.0625,0.309124557,31,18,12,15,0.483870968,27,p.2,56,12,3,36
2.vpm2,2.vpm2.o,2.vpm2.o.m.p.1,2,o,vpm2,m,4,p.1,p,v,V.rosea,P.airoides,10.05830542,0,10.15,NA,3.975,7.0625,0.309124557,48,27,11,19,0.395833333,17,v.1,36,2,105,210
2.vpm2,2.vpm2.o,2.vpm2.o.m.p.2,2,o,vpm2,m,4,p.2,p,v,V.rosea,P.airoides,10.05830542,0,8.2,12.85,3.725,8.258333333,0.552476013,57,24,9,16.5,0.289473684,15,p.1,43,5,93,466
2.vsoloC,2.vsoloC.s,2.vsoloC.s.s.v.1,2,s,vsoloC,s,1,v.1,v,NA,V.rosea,NA,9.7,46.179,8.2,12.85,3.725,8.258333333,0.552476013,60,NA,NA,NA,NA,NA,NA,NA,15,3.8,57
2.vsoloG,2.vsoloG.s,2.vsoloG.s.s.v.1,2,s,vsoloG,s,1,v.1,v,NA,V.rosea,NA,6.4,50.609,8.2,12.85,3.725,8.258333333,0.552476013,70,NA,NA,NA,NA,NA,NA,NA,42,1.976190476,83
2.vsoloH,2.vsoloH.s,2.vsoloH.s.s.v.1,2,s,vsoloH,s,1,v.1,v,NA,V.rosea,NA,11,42.4,10.625,14.3,4.85,9.925,0.476505694,30,NA,NA,NA,NA,NA,NA,NA,57,2.684210526,153
2.vsoloI,2.vsoloI.s,2.vsoloI.s.s.v.1,2,s,vsoloI,s,1,v.1,v,NA,V.rosea,NA,13.8,42.4,10.875,16.275,NA,13.575,0.140640023,45,NA,NA,NA,NA,NA,NA,NA,56,3.089285714,173
2.vsoloJ,2.vsoloJ.o,2.vsoloJ.o.s.v.1,2,o,vsoloJ,s,1,v.1,v,NA,V.rosea,NA,11.5,0,12.5,17.625,6.85,12.325,0.437138892,40,NA,NA,NA,NA,NA,NA,NA,20,4,80
2.vsoloL,2.vsoloL.o,2.vsoloL.o.s.v.1,2,o,vsoloL,s,1,v.1,v,NA,V.rosea,NA,7.5,0,6.825,11.375,NA,9.1,0.176776695,45,NA,NA,NA,NA,NA,NA,NA,84,3.642857143,306
5.chh,5.chh.s,5.chh.s.h.h.1,5,s,chh,h,6,h.1,h,c,A.calendula,H.glutinosum,5.689220309,49.62084784,6.825,11.375,NA,9.1,0.176776695,28,7,4,5.5,0.196428571,9,c.3,53,NA,NA,NA
5.chh,5.chh.s,5.chh.s.h.h.2,5,s,chh,h,6,h.2,h,c,A.calendula,H.glutinosum,5.689220309,49.62084784,14.425,18.25,5.475,12.71666667,0.503788381,32,5,3,4,0.125,10,c.2,23,NA,NA,NA
5.chh,5.chh.s,5.chh.s.h.h.3,5,s,chh,h,6,h.3,h,c,A.calendula,H.glutinosum,5.689220309,49.62084784,14.425,18.25,5.475,12.71666667,0.503788381,76,7,5,6,0.078947368,10,c.3,38,NA,NA,NA
5.chh,5.chh.s,5.chh.s.h.c.1,5,s,chh,h,6,c.1,c,h,A.calendula,H.glutinosum,5.689220309,49.62084784,14.425,18.25,5.475,12.71666667,0.503788381,81,62,0,31,0.382716049,69,h.2,17,3,32,97
5.chh,5.chh.s,5.chh.s.h.c.2,5,s,chh,h,6,c.2,c,h,A.calendula,H.glutinosum,5.689220309,49.62084784,16.025,17.275,7.7,13.66666667,0.353828982,82,49,0,24.5,0.298780488,80,h.2,23,2,33,65
5.chh,5.chh.s,5.chh.s.h.c.3,5,s,chh,h,6,c.3,c,h,A.calendula,H.glutinosum,5.689220309,49.62084784,16.025,17.275,7.7,13.66666667,0.353828982,100,80,41,60.5,0.605,110,h.3,38,5,33,164
5.chh2,5.chh2.o,5.chh2.o.h.h.1,5,o,chh2,h,6,h.1,h,c,A.calendula,H.glutinosum,6.92317333,0,16.025,17.275,7.7,13.66666667,0.353828982,23,13,5,9,0.391304348,7,c.2,28,1,2,2
5.chh2,5.chh2.o,5.chh2.o.h.h.2,5,o,chh2,h,6,h.2,h,c,A.calendula,H.glutinosum,6.92317333,0,14.3,16.175,8.325,12.93333333,0.305008605,54,23,6,14.5,0.268518519,9,h.3,33,2,NA,7
5.chh2,5.chh2.o,5.chh2.o.h.h.3,5,o,chh2,h,6,h.3,h,c,A.calendula,H.glutinosum,6.92317333,0,14.425,18.025,6.975,13.14166667,0.421362572,85,17,8,12.5,0.147058824,12,h.2,33,2,8,16
5.chh2,5.chh2.o,5.chh2.o.h.c.1,5,o,chh2,h,6,c.1,c,h,A.calendula,H.glutinosum,6.92317333,0,9.875,12.85,4.725,9.15,0.444577864,64,75,63,69,1.078125,74,c.2,44,14,42,581
5.chh2,5.chh2.o,5.chh2.o.h.c.2,5,o,chh2,h,6,c.2,c,h,A.calendula,H.glutinosum,6.92317333,0,9.625,14.325,4.375,9.441666667,0.526949496,57,75,27,51,0.894736842,81,h.1,28,6,34,201
5.chh2,5.chh2.o,5.chh2.o.h.c.3,5,o,chh2,h,6,c.3,c,h,A.calendula,H.glutinosum,6.92317333,0,9.625,14.325,4.375,9.441666667,0.526949496,62,56,10,33,0.532258065,62,h.2,34,2,33,66
5.chl,5.chl.o,5.chl.o.l.h.1,5,o,chl,l,2,h.1,h,c,A.calendula,H.glutinosum,6.92317333,0,15.275,17.875,6.725,13.29166667,0.421641786,77,28,6,17,0.220779221,13,c.1,4,2,NA,24
5.chl,5.chl.o,5.chl.o.l.c.1,5,o,chl,l,2,c.1,c,h,A.calendula,H.glutinosum,6.92317333,0,15.275,17.875,6.725,13.29166667,0.421641786,81,102,66,84,1.037037037,120,h.1,4,13,44,577
5.chl2,5.chl2.s,5.chl2.s.l.h.1,5,s,chl2,l,2,h.1,h,c,A.calendula,H.glutinosum,5.689220309,49.13332085,11.8,19.325,8.65,13.25833333,0.403827259,15,8,4,6,0.4,10,c.1,32,0,NA,NA
5.chl2,5.chl2.s,5.chl2.s.l.c.1,5,s,chl2,l,2,c.1,c,h,A.calendula,H.glutinosum,5.689220309,49.13332085,11.8,19.325,8.65,13.25833333,0.403827259,25,74,0,37,1.48,83,h.1,32,2,36,71
5.chm,5.chm.s,5.chm.s.m.h.1,5,s,chm,m,4,h.1,h,c,A.calendula,H.glutinosum,5.689220309,49.11271302,13.325,17.9,6.725,12.65,0.441968112,71,10,7,8.5,0.11971831,11,c.1,20,3,NA,10
5.chm,5.chm.s,5.chm.s.m.h.2,5,s,chm,m,4,h.2,h,c,A.calendula,H.glutinosum,5.689220309,49.11271302,13.325,17.9,6.725,12.65,0.441968112,89,22,6,14,0.157303371,1,c.2,15,NA,NA,NA
5.chm,5.chm.s,5.chm.s.m.c.1,5,s,chm,m,4,c.1,c,h,A.calendula,H.glutinosum,5.689220309,49.11271302,13.325,17.9,6.725,12.65,0.441968112,123,117,39,78,0.634146341,129,h.1,20,14,36,510
5.chm,5.chm.s,5.chm.s.m.c.2,5,s,chm,m,4,c.2,c,h,A.calendula,H.glutinosum,5.689220309,49.11271302,14.1,16.625,6.85,12.525,0.391904363,98,61,67,64,0.653061224,100,h.2,15,2,33,66
5.chm2,5.chm2.o,5.chm2.o.m.h.1,5,o,chm2,m,4,h.1,h,c,A.calendula,H.glutinosum,8.399516005,0,14.1,16.625,6.85,12.525,0.391904363,42,18,5,11.5,0.273809524,8,c.1,46,1,5,5
5.chm2,5.chm2.o,5.chm2.o.m.h.2,5,o,chm2,m,4,h.2,h,c,A.calendula,H.glutinosum,8.399516005,0,14.1,16.625,6.85,12.525,0.391904363,112,55,27,41,0.366071429,10,h.1,46,4,NA,31
5.chm2,5.chm2.o,5.chm2.o.m.c.1,5,o,chm2,m,4,c.1,c,h,A.calendula,H.glutinosum,8.399516005,0,15.525,19.35,8.4,14.425,0.38018723,69,64,0,32,0.463768116,68,h.1,46,6,40,240
5.chm2,5.chm2.o,5.chm2.o.m.c.2,5,o,chm2,m,4,c.2,c,h,A.calendula,H.glutinosum,8.399516005,0,15.525,19.35,8.4,14.425,0.38018723,56,62,24,43,0.767857143,66,h.2,52,3,32,97
5.cph,5.cph.s,5.cph.s.h.p.1,5,s,cph,h,6,p.1,p,c,A.calendula,P.airoides,8.295350957,51.42714828,15.525,19.35,8.4,14.425,0.38018723,51,23,12,17.5,0.343137255,28,c.3,48,2,67,134
5.cph,5.cph.s,5.cph.s.h.p.2,5,s,cph,h,6,p.2,p,c,A.calendula,P.airoides,8.295350957,51.42714828,12.975,17.4,7.175,12.51666667,0.408592152,84,33,30,31.5,0.375,40,c.2,24,2,89,178
5.cph,5.cph.s,5.cph.s.h.p.3,5,s,cph,h,6,p.3,p,c,A.calendula,P.airoides,8.295350957,51.42714828,12.975,17.4,7.175,12.51666667,0.408592152,105,70,31,50.5,0.480952381,46,c.3,16,4,189,756
5.cph,5.cph.s,5.cph.s.h.c.1,5,s,cph,h,6,c.1,c,p,A.calendula,P.airoides,8.295350957,51.42714828,12.975,17.4,7.175,12.51666667,0.408592152,182,152,45,98.5,0.541208791,150,c.2,32,13,41,531
5.cph,5.cph.s,5.cph.s.h.c.2,5,s,cph,h,6,c.2,c,p,A.calendula,P.airoides,8.295350957,51.42714828,13.45,16.15,6.1,11.9,0.423939655,169,151,73,112,0.662721893,179,p.2,24,10,35,346
5.cph,5.cph.s,5.cph.s.h.c.3,5,s,cph,h,6,c.3,c,p,A.calendula,P.airoides,8.295350957,51.42714828,14.175,20.075,9.8,14.68333333,0.350029192,129,197,58,127.5,0.988372093,206,p.3,16,21,47,991
5.cpl,5.cpl.s,5.cpl.s.l.p.1,5,s,cpl,l,2,p.1,p,c,A.calendula,P.airoides,5.689220309,50.48743114,13.7,17.375,6.825,12.63333333,0.418256956,38,38,31,34.5,0.907894737,28,c.1,35,4,39,154
5.cpl,5.cpl.s,5.cpl.s.l.c.1,5,s,cpl,l,2,c.1,c,p,A.calendula,P.airoides,5.689220309,50.48743114,15.175,18.475,6.975,13.54166667,0.426040566,99,178,72,125,1.262626263,155,p.1,35,11,49,535
5.cpl2,5.cpl2.s,5.cpl2.s.l.p.1,5,s,cpl2,l,2,p.1,p,c,A.calendula,P.airoides,8.295350957,44.05069463,13.575,16.525,7.1,12.4,0.381023496,20,12,0,6,0.3,12,c.1,28,0,NA,NA
5.cpl2,5.cpl2.s,5.cpl2.s.l.c.1,5,s,cpl2,l,2,c.1,c,p,A.calendula,P.airoides,8.295350957,44.05069463,13.575,16.525,7.1,12.4,0.381023496,49,111,56,83.5,1.704081633,101,p.1,28,2,42,84
5.cpl3,5.cpl3.o,5.cpl3.o.l.p.1,5,o,cpl3,l,2,p.1,p,c,A.calendula,P.airoides,12.11455847,0,14.675,19.825,8.175,14.225,0.409592149,40,66,0,33,0.825,24,c.1,3,1,102,102
5.cpl3,5.cpl3.o,5.cpl3.o.l.c.1,5,o,cpl3,l,2,c.1,c,p,A.calendula,P.airoides,12.11455847,0,14.675,19.825,8.175,14.225,0.409592149,45,23,7,15,0.333333333,21,p.1,3,2,28,56
5.cpm,5.cpm.s,5.cpm.s.m.p.1,5,s,cpm,m,4,p.1,p,c,A.calendula,P.airoides,8.295350957,51.32104191,16.275,19.825,7.7,14.6,0.416558361,102,121,62,91.5,0.897058824,49,p.2,39,11,149,1638
5.cpm,5.cpm.s,5.cpm.s.m.p.2,5,s,cpm,m,4,p.2,p,c,A.calendula,P.airoides,8.295350957,51.32104191,16.275,19.825,7.7,14.6,0.416558361,156,88,47,67.5,0.432692308,37,c.1,30,7,169,1182
5.cpm,5.cpm.s,5.cpm.s.m.c.1,5,s,cpm,m,4,c.1,c,p,A.calendula,P.airoides,8.295350957,51.32104191,16.275,19.825,7.7,14.6,0.416558361,153,156,62,109,0.712418301,171,"p,2",30,18,35,635
5.cpm,5.cpm.s,5.cpm.s.m.c.2,5,s,cpm,m,4,c.2,c,p,A.calendula,P.airoides,8.295350957,51.32104191,13.575,16.4,8.175,12.71666667,0.323980941,122,60,14,37,0.303278689,102,p.1,54,6,36,218
5.cpm2,5.cpm2.o,5.cpm2.o.m.p.1,5,o,cpm2,m,4,p.1,p,c,A.calendula,P.airoides,12.11455847,0,14.9,18.5,7.475,13.625,0.405487982,48,31,13,22,0.458333333,23,p.2,18,2,107,214
5.cpm2,5.cpm2.o,5.cpm2.o.m.p.2,5,o,cpm2,m,4,p.2,p,c,A.calendula,P.airoides,12.11455847,0,NA,NA,NA,NA,NA,63,31,11,21,0.333333333,17,p.1,18,1,86,86
5.cpm2,5.cpm2.o,5.cpm2.o.m.c.1,5,o,cpm2,m,4,c.1,c,p,A.calendula,P.airoides,12.11455847,0,39.8,39.35,21.55,33.56666667,0.270508867,55,42,8,25,0.454545455,54,p.1,34,3,31,94
5.cpm2,5.cpm2.o,5.cpm2.o.m.c.2,5,o,cpm2,m,4,c.2,c,p,A.calendula,P.airoides,12.11455847,0,39.8,39.35,21.55,33.56666667,0.270508867,44,43,9,26,0.590909091,50,p.2,28,5,33,166
5.cpm3,5.cpm3.o,5.cpm3.o.m.p.1,5,o,cpm3,m,4,p.1,p,c,A.calendula,P.airoides,12.11455847,0,39.8,39.35,21.55,33.56666667,0.270508867,35,41,34,37.5,1.071428571,18,c.1,19,6,95,568
5.cpm3,5.cpm3.o,5.cpm3.o.m.p.2,5,o,cpm3,m,4,p.2,p,c,A.calendula,P.airoides,12.11455847,0,31.35,26.825,13.8,23.99166667,0.285522635,78,42,5,23.5,0.301282051,33,c.2,29,1,74,74
5.cpm3,5.cpm3.o,5.cpm3.o.m.c.1,5,o,cpm3,m,4,c.1,c,p,A.calendula,P.airoides,12.11455847,0,31.35,26.825,13.8,23.99166667,0.285522635,99,97,29,63,0.636363636,101,c.2,11,6,37,219
5.cpm3,5.cpm3.o,5.cpm3.o.m.c.2,5,o,cpm3,m,4,c.2,c,p,A.calendula,P.airoides,12.11455847,0,31.35,26.825,13.8,23.99166667,0.285522635,65,82,82,82,1.261538462,82,c.1,11,4,32,129
5.phh,5.phh.s,5.phh.s.h.p.1,5,s,phh,h,6,p.1,p,h,P.airoides,H.glutinosum,8.676257388,52.67825136,35.425,33.225,19.475,29.375,0.24147627,82,22,14,18,0.219512195,24,h.1,16,1,70,70
5.phh,5.phh.s,5.phh.s.h.p.2,5,s,phh,h,6,p.2,p,h,P.airoides,H.glutinosum,8.676257388,52.67825136,10.125,12.25,3.85,8.741666667,0.482624388,56,25,13,19,0.339285714,23,h.1,7,1,66,66
5.phh,5.phh.s,5.phh.s.h.p.3,5,s,phh,h,6,p.3,p,h,P.airoides,H.glutinosum,8.676257388,52.67825136,11,13.925,4.6,9.841666667,0.474967835,112,101,20,60.5,0.540178571,24,h.3,9,7,142,996
5.phh,5.phh.s,5.phh.s.h.h.1,5,s,phh,h,6,h.1,h,p,P.airoides,H.glutinosum,8.676257388,52.67825136,29.4,30.275,13.1,24.25833333,0.359250874,42,4,4,4,0.095238095,4,p.2,7,1,NA,6
5.phh,5.phh.s,5.phh.s.h.h.2,5,s,phh,h,6,h.2,h,p,P.airoides,H.glutinosum,8.676257388,52.67825136,29.4,30.275,13.1,24.25833333,0.359250874,64,7,6,6.5,0.1015625,7,p.2,18,1,NA,6
5.phh,5.phh.s,5.phh.s.h.h.3,5,s,phh,h,6,h.3,h,p,P.airoides,H.glutinosum,8.676257388,52.67825136,32,35.05,20.325,29.125,0.254390732,81,17,6,11.5,0.141975309,9,p.3,9,1,4,4
5.phl,5.phl.o,5.phl.o.l.p.1,5,o,phl,l,2,p.1,p,h,P.airoides,H.glutinosum,16.31552419,0,32,35.05,20.325,29.125,0.254390732,105,63,56,59.5,0.566666667,20,h.1,6,9,161,1450
5.phl,5.phl.o,5.phl.o.l.h.1,5,o,phl,l,2,h.1,h,p,P.airoides,H.glutinosum,16.31552419,0,12.575,13.925,4.85,10.45,0.438160578,44,13,4,8.5,0.193181818,9,p.1,6,4,4,14
5.phm,5.phm.o,5.phm.o.m.p.1,5,o,phm,m,4,p.1,p,h,P.airoides,H.glutinosum,16.31552419,0,12.575,13.925,4.85,10.45,0.438160578,51,54,7,30.5,0.598039216,20,p.2,20,3,68,204
5.phm,5.phm.o,5.phm.o.m.p.2,5,o,phm,m,4,p.2,p,h,P.airoides,H.glutinosum,16.31552419,0,29.275,30.85,10.45,23.525,0.439284876,70,22,18,20,0.285714286,26,h.2,18,3,83,248
5.phm,5.phm.o,5.phm.o.m.h.1,5,o,phm,m,4,h.1,h,p,P.airoides,H.glutinosum,16.31552419,0,29.275,30.85,10.45,23.525,0.439284876,84,23,11,17,0.202380952,11,h.2,31,2,14,24
5.phm,5.phm.o,5.phm.o.m.h.2,5,o,phm,m,4,h.2,h,p,P.airoides,H.glutinosum,16.31552419,0,29.275,30.85,10.45,23.525,0.439284876,62,12,3,7.5,0.120967742,9,p.2,18,1,7,7
5.vhl2,5.vhl2.s,5.vhl2.s.l.v.1,5,s,vhl2,l,2,v.1,v,h,V.rosea,H.glutinosum,5.689220309,47.46728147,NA,13.225,4.975,9.1,0.453296703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.vhl2,5.vhl2.s,5.vhl2.s.l.h.1,5,s,vhl2,l,2,h.1,h,v,V.rosea,H.glutinosum,5.689220309,47.46728147,NA,13.225,4.975,9.1,0.453296703,82,58,5,31.5,0.384146341,11,NA,NA,3,NA,7
6.chh,6.chh.o,6.chh.o.h.h.1,6,o,chh,h,6,h.1,h,c,A.calendula,H.glutinosum,10.6,0,NA,13.225,4.975,9.1,0.453296703,11,4,3,3.5,0.318181818,4,h.2,17,0,NA,NA
6.chh,6.chh.o,6.chh.o.h.h.2,6,o,chh,h,6,h.2,h,c,A.calendula,H.glutinosum,10.6,0,NA,15.23333333,4.725,9.979166667,0.52651357,34,19,0,9.5,0.279411765,3,h.1,17,1,1,1
