b.p,b.p.l,b.p.l.d.pl,Block,Light,Plot,Density,no.plants,Plant.ID,species,competitor,Focal.1,Focal.2,Colwell P,Canopy Cover,Soil.Moisture.1.avg,Soil.Moisture.2.avg,Soil.Moisture.3.avg,Soil.Moisture.Mean,Soil.Moisture.Coefficient.Variation,Height,Lat.1,Lat.2,avg.lat,canopy.arch,Longest.Leaf,NearestNeighbour.ID,NearestNeighbour.Distandce,no.developed.flowers,Mean.seed.per.flower,Extrapolated.Seed.Total
6.chh,6.chh.o,6.chh.o.h.h.3,6,o,chh,h,6,h.3,h,c,A.calendula,H.glutinosum,10.6,0,NA,15.23333333,4.725,9.979166667,0.52651357,77,32,19,25.5,0.331168831,10,h.2,20,3,2,5
6.chh,6.chh.s,6.chh.s.h.h.1,6,s,chh,h,6,h.1,h,c,A.calendula,H.glutinosum,13.30927463,60.98077944,NA,15.23333333,4.725,9.979166667,0.52651357,19,12,4,8,0.421052632,10,h.1,17,1,0,0
6.chh,6.chh.s,6.chh.s.h.h.2,6,s,chh,h,6,h.2,h,c,A.calendula,H.glutinosum,13.30927463,60.98077944,26.95,33.35,12.3,24.2,0.436152735,NA,NA,NA,NA,NA,NA,c.1,20,0,NA,NA
6.chh,6.chh.s,6.chh.s.h.h.3,6,s,chh,h,6,h.3,h,c,A.calendula,H.glutinosum,13.30927463,60.98077944,11.125,42.075,5.225,19.475,0.954146493,31,11,4,7.5,0.241935484,8,c.3,10,0,NA,NA
6.chh,6.chh.s,6.chh.s.h.c.1,6,s,chh,h,6,c.1,c,h,A.calendula,H.glutinosum,13.30927463,60.98077944,22.275,26.225,7.75,18.75,0.495646828,144,115,23,69,0.479166667,136,h.2,20,5,33,165
6.chh,6.chh.s,6.chh.s.h.c.2,6,s,chh,h,6,c.2,c,h,A.calendula,H.glutinosum,13.30927463,60.98077944,22.275,26.225,7.75,18.75,0.495646828,135,61,0,30.5,0.225925926,101,c.1,28,2,32,63
6.chh,6.chh.s,6.chh.s.h.c.3,6,s,chh,h,6,c.3,c,h,A.calendula,H.glutinosum,13.30927463,60.98077944,11.75,14.425,4.6,10.25833333,0.480715165,119,120,25,72.5,0.609243697,125,h.3,10,3,41,124
6.chh,6.chh.o,6.chh.o.h.c.1,6,o,chh,h,6,c.1,c,h,A.calendula,H.glutinosum,10.6,0,11.75,14.425,4.6,10.25833333,0.480715165,63,45,28,36.5,0.579365079,55,c.2,29,3,37,110
6.chh,6.chh.o,6.chh.o.h.c.2,6,o,chh,h,6,c.2,c,h,A.calendula,H.glutinosum,10.6,0,14.775,18.025,5.725,12.84166667,0.48087775,87,90,32,61,0.701149425,102,h.3,24,9,40,363
6.chh,6.chh.o,6.chh.o.h.c.3,6,o,chh,h,6,c.3,c,h,A.calendula,H.glutinosum,10.6,0,14.775,18.025,5.725,12.84166667,0.48087775,88,46,0,23,0.261363636,50,h.3,54,2,29,57
6.chl,6.chl.s,6.chl.s.l.h.1,6,s,chl,l,2,h.1,h,c,A.calendula,H.glutinosum,9.9,71.60793488,14.775,18.025,5.725,12.84166667,0.48087775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.chl,6.chl.s,6.chl.s.l.c.1,6,s,chl,l,2,c.1,c,h,A.calendula,H.glutinosum,9.9,71.60793488,13.925,15.525,7.475,12.30833333,0.329205066,61,140,95,117.5,1.926229508,151,NA,NA,9,39,355
6.chl2,6.chl2.o,6.chl2.o.l.h.1,6,o,chl2,l,2,h.1,h,c,A.calendula,H.glutinosum,17.69766883,0,13.925,15.525,7.475,12.30833333,0.329205066,35,7,4,5.5,0.157142857,5,c.1,28,0,NA,NA
6.chl2,6.chl2.o,6.chl2.o.l.c.1,6,o,chl2,l,2,c.1,c,h,A.calendula,H.glutinosum,17.69766883,0,13.925,15.525,7.475,12.30833333,0.329205066,98,82,26,54,0.551020408,92,h.1,28,7,41,285
6.chm,6.chm.s,6.chm.s.m.h.1,6,s,chm,m,4,h.1,h,c,A.calendula,H.glutinosum,9.9,53.1551709,12.125,17.15,5.225,11.5,0.518715575,46,29,6,17.5,0.380434783,7,c.1,17,1,0,0
6.chm,6.chm.s,6.chm.s.m.h.2,6,s,chm,m,4,h.2,h,c,A.calendula,H.glutinosum,9.9,53.1551709,36.025,38.6,15.675,30.1,0.385030162,31,7,3,5,0.161290323,7,c.2,18,0,NA,NA
6.chm,6.chm.s,6.chm.s.m.c.1,6,s,chm,m,4,c.1,c,h,A.calendula,H.glutinosum,9.9,53.1551709,36.025,38.6,15.675,30.1,0.385030162,197,139,104,121.5,0.616751269,153,h.1,17,12,50,598
6.chm,6.chm.s,6.chm.s.m.c.2,6,s,chm,m,4,c.2,c,h,A.calendula,H.glutinosum,9.9,53.1551709,39.75,39.725,24.75,34.74166667,0.219500335,181,172,160,166,0.917127072,173,h.2,18,14,41,569
6.chm2,6.chm2.o,6.chm2.o.m.h.1,6,o,chm2,m,4,h.1,h,c,A.calendula,H.glutinosum,21.44799896,0,39.75,39.725,24.75,34.74166667,0.219500335,6,4,2,3,0.5,5,c.2,59,NA,NA,NA
6.chm2,6.chm2.o,6.chm2.o.m.h.2,6,o,chm2,m,4,h.2,h,c,A.calendula,H.glutinosum,21.44799896,0,13.2,16.4,5.975,11.85833333,0.440776043,31,7,4,5.5,0.177419355,6,c.1,54,1,1,1
6.chm2,6.chm2.o,6.chm2.o.m.c.1,6,o,chm2,m,4,c.1,c,h,A.calendula,H.glutinosum,21.44799896,0,13.2,16.4,5.975,11.85833333,0.440776043,50,51,33,42,0.84,39,h.2,54,4,47,186
6.chm2,6.chm2.o,6.chm2.o.m.c.2,6,o,chm2,m,4,c.2,c,h,A.calendula,H.glutinosum,21.44799896,0,12.35,14.9,6.1,11.11666667,0.397095739,97,51,42,46.5,0.479381443,69,h.1,59,5,41,206
6.cph,6.cph.o,6.cph.o.h.p.1,6,o,cph,h,6,p.1,p,c,A.calendula,P.airoides,9.3,0,12.35,14.9,6.1,11.11666667,0.397095739,65,33,12,22.5,0.346153846,16,p.2,65,3,101,302
6.cph,6.cph.o,6.cph.o.h.p.2,6,o,cph,h,6,p.2,p,c,A.calendula,P.airoides,9.3,0,NA,16.9,NA,16.9,0,12,5,0,2.5,0.208333333,6,c.3,17,NA,NA,NA
6.cph,6.cph.o,6.cph.o.h.p.3,6,o,cph,h,6,p.3,p,c,A.calendula,P.airoides,9.3,0,NA,16.9,NA,16.9,0,52,41,3,22,0.423076923,19,c.2,17,NA,NA,NA
6.cph,6.cph.o,6.cph.o.h.c.1,6,o,cph,h,6,c.1,c,p,A.calendula,P.airoides,9.3,0,NA,16.9,NA,16.9,0,131,137,79,108,0.824427481,145,c.2,62,14,55,772
6.cph,6.cph.o,6.cph.o.h.c.2,6,o,cph,h,6,c.2,c,p,A.calendula,P.airoides,9.3,0,13.55,NA,6.475,10.0125,0.24982674,132,139,107,123,0.931818182,139,p.3,17,7,55,382
6.cph,6.cph.o,6.cph.o.h.c.3,6,o,cph,h,6,c.3,c,p,A.calendula,P.airoides,9.3,0,14.3,17.025,7.35,12.89166667,0.376565237,50,41,0,20.5,0.41,48,p.2,17,1,53,53
6.cph2,6.cph2.s,6.cph2.s.h.p.1,6,s,cph2,h,6,p.1,p,c,A.calendula,P.airoides,21.44799896,58.32623508,12.725,16.15,6.1,11.65833333,0.431830634,66,31,0,15.5,0.234848485,39,c.2,27,3,50,150
6.cph2,6.cph2.s,6.cph2.s.h.p.2,6,s,cph2,h,6,p.2,p,c,A.calendula,P.airoides,21.44799896,58.32623508,12.725,16.15,6.1,11.65833333,0.431830634,31,13,0,6.5,0.209677419,24,p.1,68,0,NA,NA
6.cph2,6.cph2.s,6.cph2.s.h.p.3,6,s,cph2,h,6,p.3,p,c,A.calendula,P.airoides,21.44799896,58.32623508,13.075,17.15,6.85,12.35833333,0.417058969,42,21,0,10.5,0.25,25,p.1,52,0,NA,NA
6.cph2,6.cph2.s,6.cph2.s.h.c.1,6,s,cph2,h,6,c.1,c,p,A.calendula,P.airoides,21.44799896,58.32623508,13.075,17.15,6.85,12.35833333,0.417058969,137,65,0,32.5,0.237226277,95,c.2,17,3,36,108
6.cph2,6.cph2.s,6.cph2.s.h.c.2,6,s,cph2,h,6,c.2,c,p,A.calendula,P.airoides,21.44799896,58.32623508,13.925,16.05,6.975,12.31666667,0.370326777,125,64,57,60.5,0.484,88,c.1,17,NA,NA,NA
6.cph2,6.cph2.s,6.cph2.s.h.c.3,6,s,cph2,h,6,c.3,c,p,A.calendula,P.airoides,21.44799896,58.32623508,13.925,16.05,6.975,12.31666667,0.370326777,177,70,0,35,0.197740113,108,p.3,56,NA,NA,NA
6.cph3,6.cph3.s,6.cph3.s.h.p.1,6,s,cph3,h,6,p.1,p,c,A.calendula,P.airoides,11.88421164,59.94380612,13.925,16.05,6.975,12.31666667,0.370326777,32,21,0,10.5,0.328125,26,c.3,25,0,NA,NA
6.cph3,6.cph3.s,6.cph3.s.h.p.2,6,s,cph3,h,6,p.2,p,c,A.calendula,P.airoides,11.88421164,59.94380612,15.025,17.025,8.075,13.375,0.336469366,50,37,0,18.5,0.37,40,p.3,19,0,NA,NA
6.cph3,6.cph3.s,6.cph3.s.h.p.3,6,s,cph3,h,6,p.3,p,c,A.calendula,P.airoides,11.88421164,59.94380612,15.025,17.025,8.075,13.375,0.336469366,59,40,0,20,0.338983051,42,p.2,19,2,24,48
6.cph3,6.cph3.s,6.cph3.s.h.c.1,6,s,cph3,h,6,c.1,c,p,A.calendula,P.airoides,11.88421164,59.94380612,15.025,17.025,8.075,13.375,0.336469366,222,174,140,157,0.707207207,202,c.2,26,15,52,779
6.cph3,6.cph3.s,6.cph3.s.h.c.2,6,s,cph3,h,6,c.2,c,p,A.calendula,P.airoides,11.88421164,59.94380612,15.175,18.875,7.1,13.71666667,0.430318252,165,121,47,84,0.509090909,186,c.1,26,7,40,278
6.cph3,6.cph3.s,6.cph3.s.h.c.3,6,s,cph3,h,6,c.3,c,p,A.calendula,P.airoides,11.88421164,59.94380612,14.275,17.15,7.2,12.875,0.387680654,172,132,28,80,0.465116279,127,p.1,25,8,44,349
6.cpl,6.cpl.o,6.cpl.o.l.p.1,6,o,cpl,l,2,p.1,p,c,A.calendula,P.airoides,7.077167019,0,NA,NA,NA,NA,NA,80,55,11,33,0.4125,30,c.1,53,3,52,157
6.cpl,6.cpl.o,6.cpl.o.l.c.1,6,o,cpl,l,2,c.1,c,p,A.calendula,P.airoides,7.077167019,0,NA,NA,NA,NA,NA,105,84,27,55.5,0.528571429,98,p.1,53,19,52,984
6.cpl2,6.cpl2.s,6.cpl2.s.l.p.1,6,s,cpl2,l,2,p.1,p,c,A.calendula,P.airoides,13.24546952,50.98847303,NA,NA,NA,NA,NA,97,31,18,24.5,0.25257732,35,c.1,18,3,58,174
6.cpl2,6.cpl2.s,6.cpl2.s.l.c.1,6,s,cpl2,l,2,c.1,c,p,A.calendula,P.airoides,13.24546952,50.98847303,16.9,17.275,9,14.39166667,0.291862168,82,123,68,95.5,1.164634146,125,p.1,18,12,37,448
6.cpm,6.cpm.s,6.cpm.s.m.p.1,6,s,cpm,m,4,p.1,p,c,A.calendula,P.airoides,14.97810971,48.07046792,16.9,17.275,9,14.39166667,0.291862168,107,118,61,89.5,0.836448598,32,p.2,17,5,120,598
6.cpm,6.cpm.s,6.cpm.s.m.p.2,6,s,cpm,m,4,p.2,p,c,A.calendula,P.airoides,14.97810971,48.07046792,NA,18.5,7.325,12.9125,0.432720232,72,83,33,58,0.805555556,34,p.1,17,4,95,380
6.cpm,6.cpm.s,6.cpm.s.m.c.1,6,s,cpm,m,4,c.1,c,p,A.calendula,P.airoides,14.97810971,48.07046792,NA,18.5,7.325,12.9125,0.432720232,155,153,39,96,0.619354839,172,p.2,22,6,39,236
6.cpm,6.cpm.s,6.cpm.s.m.c.2,6,s,cpm,m,4,c.2,c,p,A.calendula,P.airoides,14.97810971,48.07046792,15.95,19.375,7.2,14.175,0.430971908,176,141,18,79.5,0.451704545,178,c.1,32,9,49,444
6.cpm2,6.cpm2.o,6.cpm2.o.m.p.1,6,o,cpm2,m,4,p.1,p,c,A.calendula,P.airoides,14.97810971,0,16.025,17.375,7.725,13.70833333,0.355340512,41,17,4,10.5,0.256097561,20,c.1,28,2,63,126
6.cpm2,6.cpm2.o,6.cpm2.o.m.p.2,6,o,cpm2,m,4,p.2,p,c,A.calendula,P.airoides,14.97810971,0,16.025,17.375,7.725,13.70833333,0.355340512,49,33,15,24,0.489795918,22,c.2,13,3,116,348
6.cpm2,6.cpm2.o,6.cpm2.o.m.c.1,6,o,cpm2,m,4,c.1,c,p,A.calendula,P.airoides,14.97810971,0,14.55,16.775,5.725,12.35,0.450314249,66,77,25,51,0.772727273,73,p.1,28,5,42,209
6.cpm2,6.cpm2.o,6.cpm2.o.m.c.2,6,o,cpm2,m,4,c.2,c,p,A.calendula,P.airoides,14.97810971,0,14.55,16.775,5.725,12.35,0.450314249,57,59,49,54,0.947368421,76,p.2,13,4,33,132
6.csoloD,6.csoloD.o,6.csoloD.o.s.c.1,6,o,csoloD,s,1,c.1,c,NA,A.calendula,NA,9.3,0,14.55,16.775,5.725,12.35,0.450314249,70,NA,NA,NA,NA,NA,NA,NA,15,41.2,618
6.csoloE,6.csoloE.o,6.csoloE.o.s.c.1,6,o,csoloE,s,1,c.1,c,NA,A.calendula,NA,13.3,8.824,16.3,16.625,7.225,13.38333333,0.356773646,150,NA,NA,NA,NA,NA,NA,NA,30,34.33333333,1030
6.csoloF,6.csoloF.s,6.csoloF.s.s.c.1,6,s,csoloF,s,1,c.1,c,NA,A.calendula,NA,14.2,58.783,8.175,10.125,3.6,7.3,0.448255272,200,NA,NA,NA,NA,NA,NA,NA,17,45.41176471,772
6.csoloI,6.csoloI.s,6.csoloI.s.s.c.1,6,s,csoloI,s,1,c.1,c,NA,A.calendula,NA,15,54.951,13.475,14.3,5.975,11.25,0.374379047,140,NA,NA,NA,NA,NA,NA,NA,8,45.25,362
6.hsoloA,6.hsoloA.s,6.hsoloA.s.s.h.1,6,s,hsoloA,s,1,h.1,h,NA,H.glutinosum,NA,9.9,42.4,13.475,14.3,5.975,11.25,0.374379047,30,NA,NA,NA,NA,NA,NA,NA,3,0,0
6.hsoloB,6.hsoloB.s,6.hsoloB.s.s.h.1,6,s,hsoloB,s,1,h.1,h,NA,H.glutinosum,NA,12.2,42.4,11.625,13.2,5.85,10.225,0.361579994,30,NA,NA,NA,NA,NA,NA,NA,1,0,0
6.hsoloC,6.hsoloC.o,6.hsoloC.o.s.h.1,6,o,hsoloC,s,1,h.1,h,NA,H.glutinosum,NA,10.6,1.057,11.625,13.2,5.85,10.225,0.361579994,110,NA,NA,NA,NA,NA,NA,NA,4,0.25,1
6.hsoloD,6.hsoloD.o,6.hsoloD.o.s.h.1,6,o,hsoloD,s,1,h.1,h,NA,H.glutinosum,NA,9.3,0,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,2,1.5,3
6.phh,6.phh.s,6.phh.s.h.p.1,6,s,phh,h,6,p.1,p,h,P.airoides,H.glutinosum,9.9,52.31775807,NA,NA,NA,NA,NA,94,53,8,30.5,0.324468085,42,h.3,37,5,136,680
6.phh,6.phh.s,6.phh.s.h.p.2,6,s,phh,h,6,p.2,p,h,P.airoides,H.glutinosum,9.9,52.31775807,16.15,14.925,5.975,12.35,0.373076063,44,25,3,14,0.318181818,25,p.3,10,1,36,36
6.phh,6.phh.s,6.phh.s.h.p.3,6,s,phh,h,6,p.3,p,h,P.airoides,H.glutinosum,9.9,52.31775807,16.15,14.925,5.975,12.35,0.373076063,88,67,64,65.5,0.744318182,45,p.2,10,2,120,240
6.phh,6.phh.s,6.phh.s.h.h.1,6,s,phh,h,6,h.1,h,p,P.airoides,H.glutinosum,9.9,52.31775807,16.15,14.925,5.975,12.35,0.373076063,35,30,7,18.5,0.528571429,6,h.2,17,NA,NA,NA
6.phh,6.phh.s,6.phh.s.h.h.2,6,s,phh,h,6,h.2,h,p,P.airoides,H.glutinosum,9.9,52.31775807,12.1,14.675,5.725,10.83333333,0.41445361,34,74,10,42,1.235294118,8,h.1,17,2,6,12
6.phh,6.phh.s,6.phh.s.h.h.3,6,s,phh,h,6,h.3,h,p,P.airoides,H.glutinosum,9.9,52.31775807,12.1,14.675,5.725,10.83333333,0.41445361,96,31,10,20.5,0.213541667,6,h.1,33,1,3,3
6.phh2,6.phh2.o,6.phh2.o.h.p.1,6,o,phh2,h,6,p.1,p,h,P.airoides,H.glutinosum,17.69766883,0,12.1,14.675,5.725,10.83333333,0.41445361,57,40,14,27,0.473684211,21,h.1,22,3,105,316
6.phh2,6.phh2.o,6.phh2.o.h.p.2,6,o,phh2,h,6,p.2,p,h,P.airoides,H.glutinosum,17.69766883,0,14.425,17.025,7.575,13.00833333,0.364586668,36,31,19,25,0.694444444,24,p.3,29,1,34,34
6.phh2,6.phh2.o,6.phh2.o.h.p.3,6,o,phh2,h,6,p.3,p,h,P.airoides,H.glutinosum,17.69766883,0,13.225,16.025,6.7,11.98333333,0.390230112,47,53,17,35,0.744680851,29,p.2,29,8,149,1190
6.phh2,6.phh2.o,6.phh2.o.h.h.1,6,o,phh2,h,6,h.1,h,p,P.airoides,H.glutinosum,17.69766883,0,14.175,16.525,5.6,12.1,0.45415241,10,7,2,4.5,0.45,6,p.1,22,NA,NA,NA
6.phh2,6.phh2.o,6.phh2.o.h.h.2,6,o,phh2,h,6,h.2,h,p,P.airoides,H.glutinosum,17.69766883,0,11.375,13.575,4.85,9.933333333,0.441171752,76,40,17,28.5,0.375,9,h.1,34,3,10,30
6.phh2,6.phh2.o,6.phh2.o.h.h.3,6,o,phh2,h,6,h.3,h,p,P.airoides,H.glutinosum,17.69766883,0,11.375,13.575,4.85,9.933333333,0.441171752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.phl,6.phl.s,6.phl.s.l.p.1,6,s,phl,l,2,p.1,p,h,P.airoides,H.glutinosum,11.84323331,65.93381595,14.175,15.675,6.85,12.23333333,0.363593282,76,25,14,19.5,0.256578947,47,h.1,35,2,99,198
6.phl,6.phl.s,6.phl.s.l.h.1,6,s,phl,l,2,h.1,h,p,P.airoides,H.glutinosum,11.84323331,65.93381595,14.175,15.675,6.85,12.23333333,0.363593282,75,13,5,9,0.12,9,p.1,35,3,1,3
6.phl2,6.phl2.o,6.phl2.o.l.p.1,6,o,phl2,l,2,p.1,p,h,P.airoides,H.glutinosum,17.69766883,0,12.225,15.4,7.7,11.775,0.327149973,56,44,11,27.5,0.491071429,24,NA,NA,NA,NA,NA
6.phl2,6.phl2.o,6.phl2.o.l.h.1,6,o,phl2,l,2,h.1,h,p,P.airoides,H.glutinosum,17.69766883,0,12.225,15.4,7.7,11.775,0.327149973,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2
6.phm,6.phm.s,6.phm.s.m.p.1,6,s,phm,m,4,p.1,p,h,P.airoides,H.glutinosum,21.44799896,47.65486067,12.225,15.4,7.7,11.775,0.327149973,111,67,6,36.5,0.328828829,44,p.2,19,4,160,640
6.phm,6.phm.s,6.phm.s.m.p.2,6,s,phm,m,4,p.2,p,h,P.airoides,H.glutinosum,21.44799896,47.65486067,13.95,14.525,NA,14.2375,0.014278715,92,59,7,33,0.358695652,47,p.1,19,4,175,698
6.phm,6.phm.s,6.phm.s.m.h.1,6,s,phm,m,4,h.1,h,p,P.airoides,H.glutinosum,21.44799896,47.65486067,13.95,14.525,NA,14.2375,0.014278715,111,22,7,14.5,0.130630631,12,p.1,24,NA,NA,19
6.phm,6.phm.s,6.phm.s.m.h.2,6,s,phm,m,4,h.2,h,p,P.airoides,H.glutinosum,21.44799896,47.65486067,13.95,14.525,NA,14.2375,0.014278715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.phm2,6.phm2.o,6.phm2.o.m.p.1,6,o,phm2,m,4,p.1,p,h,P.airoides,H.glutinosum,17.69766883,1.089364992,12.875,15.275,8.2,12.11666667,0.292511721,56,39,11,25,0.446428571,27,h.1,31,5,120,598
6.phm2,6.phm2.o,6.phm2.o.m.p.2,6,o,phm2,m,4,p.2,p,h,P.airoides,H.glutinosum,17.69766883,1.089364992,13.575,18.35,7.1,13.00833333,0.432597932,42,31,9,20,0.476190476,19,h.2,24,4,60,240
6.phm2,6.phm2.o,6.phm2.o.m.h.1,6,o,phm2,m,4,h.1,h,p,P.airoides,H.glutinosum,17.69766883,1.089364992,11.75,12.725,7.45,10.64166667,0.249663446,20,6,5,5.5,0.275,7,p.2,27,0,NA,NA
6.phm2,6.phm2.o,6.phm2.o.m.h.2,6,o,phm2,m,4,h.2,h,p,P.airoides,H.glutinosum,17.69766883,1.089364992,11.75,12.725,7.45,10.64166667,0.249663446,29,15,5,10,0.344827586,7,p.2,24,NA,NA,NA
6.psoloA,6.psoloA.s,6.psoloA.s.s.p.1,6,s,psoloA,s,1,p.1,p,NA,P.airoides,NA,9.9,42.4,15.175,17.625,7.45,13.41666667,0.381075178,70,NA,NA,NA,NA,NA,NA,NA,4,89,356
6.psoloB,6.psoloB.s,6.psoloB.s.s.p.1,6,s,psoloB,s,1,p.1,p,NA,P.airoides,NA,12.2,42.4,15.175,17.625,7.45,13.41666667,0.381075178,70,NA,NA,NA,NA,NA,NA,NA,6,76,456
6.psoloC,6.psoloC.o,6.psoloC.o.s.p.1,6,o,psoloC,s,1,p.1,p,NA,P.airoides,NA,10.6,1.057,13.575,11.75,3.85,9.725,0.421941149,50,NA,NA,NA,NA,NA,NA,NA,6,45.5,273
6.psoloE,6.psoloE.o,6.psoloE.o.s.p.1,6,o,psoloE,s,1,p.1,p,NA,P.airoides,NA,13.3,8.824,12.35,11.75,6.1,10.06666667,0.288166679,40,NA,NA,NA,NA,NA,NA,NA,27,51.22222222,1383
6.vcl,6.vcl.o,6.vcl.o.l.v.1,6,o,vcl,l,2,v.1,v,c,V.rosea,H.glutinosum,9.766555503,10.72428048,9.275,8.625,4.35,7.416666667,0.297140208,40,42,32,37,0.925,32,c.1,95,2,4,7
6.vcl,6.vcl.o,6.vcl.o.l.c.1,6,o,vcl,l,2,c.1,c,v,V.rosea,H.glutinosum,9.766555503,10.72428048,12.5,11.25,6.225,9.991666667,0.261694035,107,119,56,87.5,0.817757009,122,v.1,95,11,52,576
6.vcl2,6.vcl2.s,6.vcl2.s.l.v.1,6,s,vcl2,l,2,v.1,v,c,V.rosea,A.calendula,10.58823529,68.64765975,12.575,16.275,NA,14.425,0.090686138,53,55,33,44,0.830188679,55,c.1,44,20,3,59
6.vcl2,6.vcl2.s,6.vcl2.s.l.c.1,6,s,vcl2,l,2,c.1,c,v,V.rosea,A.calendula,10.58823529,68.64765975,14.05,13.2,6.725,11.325,0.294189626,115,160,122,141,1.226086957,168,v.1,44,12,38,458
6.vhl,6.vhl.s,6.vhl.s.l.v.1,6,s,vhl,l,2,v.1,v,h,V.rosea,H.glutinosum,14.95499357,52.87956911,14.05,13.2,6.725,11.325,0.294189626,36,48,12,30,0.833333333,43,h.1,41,29,4,115
6.vhl,6.vhl.o,6.vhl.o.l.v.1,6,o,vhl,l,2,v.1,v,h,V.rosea,H.glutinosum,12.2,0,13.95,13.7,9,12.21666667,0.196672292,27,24,14,19,0.703703704,18,h.1,21,5,5,24
6.vhl,6.vhl.o,6.vhl.o.l.h.1,6,o,vhl,l,2,h.1,h,v,V.rosea,H.glutinosum,12.2,0,13.95,13.7,9,12.21666667,0.196672292,71,17,14,15.5,0.218309859,7,v.1,21,1,3,3
6.vhl,6.vhl.s,6.vhl.s.l.h.1,6,s,vhl,l,2,h.1,h,v,V.rosea,H.glutinosum,14.95499357,52.87956911,11.6,11.75,5.975,9.775,0.300272891,75,21,10,15.5,0.206666667,12,v.1,41,3,NA,4
6.vhm,6.vhm.o,6.vhm.o.m.v.1,6,o,vhm,m,4,v.1,v,h,V.rosea,H.glutinosum,12.2,0,11.6,11.75,5.975,9.775,0.300272891,55,67,20,43.5,0.790909091,72,h.2,62,29,4,116
6.vhm,6.vhm.o,6.vhm.o.m.v.2,6,o,vhm,m,4,v.2,v,h,V.rosea,H.glutinosum,12.2,0,11.6,11.75,5.975,9.775,0.300272891,42,32,14,23,0.547619048,39,h.2,9,18,3,61
6.vhm,6.vhm.o,6.vhm.o.m.h.1,6,o,vhm,m,4,h.1,h,v,V.rosea,H.glutinosum,12.2,0,9.525,7.675,4.475,7.225,0.239763509,61,47,7,27,0.442622951,8,v.2,33,1,6,6
6.vhm,6.vhm.o,6.vhm.o.m.h.2,6,o,vhm,m,4,h.2,h,v,V.rosea,H.glutinosum,12.2,0,9.525,7.675,4.475,7.225,0.239763509,83,19,6,12.5,0.15060241,13,v.2,9,2,9,18
6.vhm2,6.vhm2.s,6.vhm2.s.m.v.1,6,s,vhm2,m,4,v.1,v,h,V.rosea,H.glutinosum,16.52645535,61.78231228,9.525,7.675,4.475,7.225,0.239763509,42,47,25,36,0.857142857,49,h.2,27,13,NA,NA
6.vhm2,6.vhm2.s,6.vhm2.s.m.v.2,6,s,vhm2,m,4,v.2,v,h,V.rosea,H.glutinosum,16.52645535,61.78231228,11.625,11.25,6.225,9.7,0.265280356,34,34,34,34,1,34,h.2,53,29,4,110
6.vhm2,6.vhm2.s,6.vhm2.s.m.h.1,6,s,vhm2,m,4,h.1,h,v,V.rosea,H.glutinosum,16.52645535,61.78231228,13.825,13.325,6.725,11.29166667,0.299341228,34,7,4,5.5,0.161764706,6,v.2,35,1,23,23
6.vhm2,6.vhm2.s,6.vhm2.s.m.h.2,6,s,vhm2,m,4,h.2,h,v,V.rosea,H.glutinosum,16.52645535,61.78231228,9.625,8.65,4.225,7.5,0.306128755,56,32,3,17.5,0.3125,8,v.1,27,9,16,119
6.vph,6.vph.s,6.vph.s.h.v.1,6,s,vph,h,6,v.1,v,p,V.rosea,P.airoides,14.95499357,52.30197471,9.625,8.65,4.225,7.5,0.306128755,52,45,37,41,0.788461538,46,v.2,24,7,3,23
6.vph,6.vph.s,6.vph.s.h.v.2,6,s,vph,h,6,v.2,v,p,V.rosea,P.airoides,14.95499357,52.30197471,13.225,11.75,8.05,11.00833333,0.177823577,42,53,36,44.5,1.05952381,53,v.1,24,18,4,72
6.vph,6.vph.s,6.vph.s.h.v.3,6,s,vph,h,6,v.3,v,p,V.rosea,P.airoides,14.95499357,52.30197471,13.225,11.75,8.05,11.00833333,0.177823577,35,32,27,29.5,0.842857143,38,v.2,25,6,2,14
6.vph,6.vph.s,6.vph.s.h.p.1,6,s,vph,h,6,p.1,p,v,V.rosea,P.airoides,14.95499357,52.30197471,19,20.3,10,16.43333333,0.341331761,60,12,8,10,0.166666667,24,p.2,48,3,76,228
6.vph,6.vph.s,6.vph.s.h.p.2,6,s,vph,h,6,p.2,p,v,V.rosea,P.airoides,14.95499357,52.30197471,17.9,20.63333333,8.75,15.76111111,0.394877469,50,19,4,11.5,0.23,27,p.3,37,2,62,124
6.vph,6.vph.s,6.vph.s.h.p.3,6,s,vph,h,6,p.3,p,v,V.rosea,P.airoides,14.95499357,52.30197471,18.7,20.96666667,7.85,15.83888889,0.44263155,53,14,0,7,0.132075472,32,p.2,37,1,84,84
6.vph2,6.vph2.o,6.vph2.o.h.v.1,6,o,vph2,h,6,v.1,v,p,V.rosea,P.airoides,14.56474259,22.45704023,18.23333333,21.96666667,8.066666667,16.08888889,0.447131577,64,33,30,31.5,0.4921875,69,p.3,6,17,3,48
6.vph2,6.vph2.o,6.vph2.o.h.v.2,6,o,vph2,h,6,v.2,v,p,V.rosea,P.airoides,14.56474259,22.45704023,16.4,20.33333333,8.366666667,15.03333333,0.405716498,64,46,9,27.5,0.4296875,68,p.3,5,14,3,41
